O42905,TRUE,On Hold
O42907,FALSE,
O42947,FALSE,
O42955,TRUE,On Hold
O42957,FALSE,
O42967,FALSE,
O42969,FALSE,
O42981,FALSE,
O42983,FALSE,
O42995,TRUE,On Hold
O43003,FALSE,
O43015,TRUE,On Hold
O43021,FALSE,
O43043,FALSE,
O43089,FALSE,
O43091,FALSE,
O43113,FALSE,
O43131,FALSE,
O43133,FALSE,
O43151,FALSE,
O43189,FALSE,
O43213,FALSE,
O43219,FALSE,
O43221,FALSE,
O43235,TRUE,On Hold
O43245,TRUE,On Hold
O43325,TRUE,On Hold
O43329,FALSE,
O43331,FALSE,
O43335,TRUE,On Hold
O43341,FALSE,
O43345,TRUE,On Hold
O43371,FALSE,
O43383,FALSE,
O43419,FALSE,
O43449,FALSE,
O43451,FALSE,
O43487,FALSE,
O43489,FALSE,
O43491,FALSE,
O43495,TRUE,On Hold
O43505,TRUE,On Hold
O43513,FALSE,
O43523,FALSE,
O43525,TRUE,On Hold
O43533,FALSE,
O43541,FALSE,
O43553,FALSE,
O43617,FALSE,
O43621,FALSE,
O43623,FALSE,
O43629,FALSE,
O43637,FALSE,
O43647,FALSE,
O43661,FALSE,
O43673,FALSE,
O43685,TRUE,On Hold
O43727,FALSE,
O43737,FALSE,
O43743,FALSE,
O43749,FALSE,
O43753,FALSE,
O43757,FALSE,
O43759,FALSE,
O43765,TRUE,On Hold
O43769,FALSE,
O43773,FALSE,
O43775,TRUE,On Hold
O43785,TRUE,On Hold
O43793,FALSE,
O43799,FALSE,
O43801,FALSE,
O43811,FALSE,
O43823,FALSE,
O43825,TRUE,On Hold
O43827,FALSE,
O43831,FALSE,
O43847,FALSE,
O43873,FALSE,
O43885,TRUE,On Hold
O43889,FALSE,
O43901,FALSE,
O43927,FALSE,
O43933,FALSE,
O43939,FALSE,
O43947,FALSE,
O43951,FALSE,
O43959,FALSE,
O43977,FALSE,
O44009,FALSE,
O44017,FALSE,
O44047,FALSE,
O44053,FALSE,
O44055,TRUE,On Hold
O44065,TRUE,On Hold
O44073,FALSE,
O44083,FALSE,
O44095,TRUE,On Hold
O44103,FALSE,
O44109,FALSE,
O44117,FALSE,
O44133,FALSE,
O44135,TRUE,On Hold
O44137,FALSE,
O44145,TRUE,On Hold
O44155,TRUE,On Hold
O44173,FALSE,
O44181,FALSE,
O44193,FALSE,
O44247,FALSE,
O44255,TRUE,On Hold
O44263,FALSE,
O44313,FALSE,
O44333,FALSE,
O44343,FALSE,
O44349,FALSE,
O44371,FALSE,
O44385,TRUE,On Hold
O44429,FALSE,
O44431,FALSE,
O44433,FALSE,
O44445,TRUE,On Hold
O44447,FALSE,
O44451,FALSE,
O44463,FALSE,
O44471,FALSE,
O44473,FALSE,
O44487,FALSE,
O44489,FALSE,
O44509,FALSE,
O44515,TRUE,On Hold
O44517,FALSE,
O44519,FALSE,
O44529,FALSE,
O44533,FALSE,
O44541,FALSE,
O44549,FALSE,
O44551,FALSE,
O44589,FALSE,
O44597,FALSE,
O44601,FALSE,
O44613,FALSE,
O44619,FALSE,
O44641,FALSE,
O44651,FALSE,
O44673,FALSE,
O44675,TRUE,On Hold
O44695,TRUE,On Hold
O44697,FALSE,
O44699,FALSE,
O44701,FALSE,
O44703,FALSE,
O44709,FALSE,
O44711,FALSE,
O44713,FALSE,
O44715,TRUE,On Hold
O44729,FALSE,
O44733,FALSE,
O44769,FALSE,
O44771,FALSE,
O44775,TRUE,On Hold
O44789,FALSE,
O44797,FALSE,
O44803,FALSE,
O44837,FALSE,
O44841,FALSE,
O44843,FALSE,
O44853,FALSE,
O44857,FALSE,
O44869,FALSE,
O44881,FALSE,
O44899,FALSE,
O44929,FALSE,
O44967,FALSE,
O44971,FALSE,
O44983,FALSE,
O44995,TRUE,On Hold
O45009,FALSE,
O45015,TRUE,On Hold
O45023,FALSE,
O45033,FALSE,
O45043,FALSE,
O45053,FALSE,
O45057,FALSE,
O45063,FALSE,
O45065,TRUE,On Hold
O45069,FALSE,
O45071,FALSE,
O45083,FALSE,
O45093,FALSE,
O45097,FALSE,
O45105,TRUE,On Hold
O45115,TRUE,On Hold
O45127,FALSE,
O45131,FALSE,
O45133,FALSE,
O45135,TRUE,On Hold
O45137,FALSE,
O45139,FALSE,
O45187,FALSE,
O45201,FALSE,
O45207,FALSE,
O45213,FALSE,
O45227,FALSE,
O45235,TRUE,On Hold
O45241,FALSE,
O45243,FALSE,
O45245,TRUE,On Hold
O45249,FALSE,
O45251,FALSE,
O45255,TRUE,On Hold
O45263,FALSE,
O45265,TRUE,On Hold
O45267,FALSE,
O45275,TRUE,On Hold
O45279,FALSE,
O45283,FALSE,
O45287,FALSE,
O45295,TRUE,On Hold
O45299,FALSE,
O45305,TRUE,On Hold
O45307,FALSE,
O45309,FALSE,
O45315,TRUE,On Hold
O45325,TRUE,On Hold
O45327,FALSE,
O45339,FALSE,
O45343,FALSE,
O45349,FALSE,
O45359,FALSE,
O45361,FALSE,
O45363,FALSE,
O45365,TRUE,On Hold
O45387,FALSE,
O45389,FALSE,
O45399,FALSE,
O45405,TRUE,On Hold
O45407,FALSE,
O45413,FALSE,
O45417,FALSE,
O45421,FALSE,
O45425,TRUE,On Hold
O45427,FALSE,
O45429,FALSE,
O45431,FALSE,
O45435,TRUE,On Hold
O45445,TRUE,On Hold
O45471,FALSE,
O45473,FALSE,
O45475,TRUE,On Hold
O45479,FALSE,
O45485,TRUE,On Hold
O45487,FALSE,
O45493,FALSE,
O45495,TRUE,On Hold
O45497,FALSE,
O45499,FALSE,
O45503,FALSE,
O45505,TRUE,On Hold
O45519,FALSE,
O45521,FALSE,
O45523,FALSE,
O45529,FALSE,
O45533,FALSE,
O45535,TRUE,On Hold
O45539,FALSE,
O45541,FALSE,
O45547,FALSE,
O45549,FALSE,
O45551,FALSE,
O45555,TRUE,On Hold
O45557,FALSE,
O45561,FALSE,
O45567,FALSE,
O45585,TRUE,On Hold
O45603,FALSE,
O45609,FALSE,
O45613,FALSE,
O45619,FALSE,
O45621,FALSE,
O45629,FALSE,
O45635,TRUE,On Hold
O45637,FALSE,
O45641,FALSE,
O45643,FALSE,
O45647,FALSE,
O45649,FALSE,
O45651,FALSE,
O45653,FALSE,
O45655,TRUE,On Hold
O45657,FALSE,
O45659,FALSE,
O45663,FALSE,
O45665,TRUE,On Hold
O45667,FALSE,
O45671,FALSE,
O45673,FALSE,
O45675,TRUE,On Hold
O45677,FALSE,
O45681,FALSE,
O45683,FALSE,
O45685,TRUE,On Hold
O45687,FALSE,
O45695,TRUE,On Hold
O45709,FALSE,
