Order Number,Country,Region,Item Number,Sales Qty,Sales Amount,Order Date,Order Year,Order Qtr,Order Month,Order Week,Intercompany,Prod Segment,Product Code,Product Line,Invoice Number,Invoice Posting Date,Sales Year,Sales Qtr,Sales Month,Sales Week,Instrument Count,Order Line Key
O-06721,China,China,A6461,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-270000
O-06721,China,China,A4962,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-280000
O-06721,China,China,B0225,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-310000
O-06721,China,China,C0261,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-320000
O-06721,China,China,C0361,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-330000
O-06721,China,China,C0225,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-340000
O-06721,China,China,C7325,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-350000
O-06721,China,China,C9025,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-360000
O-06721,China,China,C0231,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-390000
O-06721,China,China,C0231,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-400000
O-06721,China,China,C0161,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-410000
O-06721,China,China,C0161,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-420000
O-06721,China,China,C0261,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-430000
O-06721,China,China,C4925,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06721-450000
O-07153,China,China,C1663,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07153-10000
O-07153,China,China,C0040,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07153-20000
O-07153,China,China,C0334,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07153-30000
O-07153,China,China,C0860,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07153-50000
O-07153,China,China,C0960,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07153-60000
O-07153,China,China,A4426,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07153-70000
O-07603,China,China,A5140,0,$0,9/24/2024,2024,Q3,SEP,39,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07603-10000
O-07603,China,China,C0263,0,$0,9/24/2024,2024,Q3,SEP,39,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07603-40000
O-07603,China,China,A1925,0,$0,9/24/2024,2024,Q3,SEP,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07603-30000
O-07993,China,China,A5017,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-10000
O-07993,China,China,A4127,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-130000
O-07993,China,China,A0562,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-180000
O-07993,China,China,B0725,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-190000
O-07993,China,China,C0317,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-380000
O-07996,China,China,A4722,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-10000
O-07996,China,China,A4127,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-70000
O-07997,China,China,A2225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-20000
O-07997,China,China,A6625,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-30000
O-07997,China,China,A6925,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-40000
O-07997,China,China,A3025,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-50000
O-07997,China,China,A5325,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-60000
O-07997,China,China,A4027,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-70000
O-07997,China,China,A1354,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-90000
O-07997,China,China,C0325,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-120000
O-07997,China,China,C9025,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-130000
O-07997,China,China,C0231,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-150000
O-07997,China,China,C2125,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-160000
O-07997,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-170000
O-07997,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-180000
O-07997,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-190000
O-07997,China,China,C0116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-210000
O-07997,China,China,C0861,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07997-220000
O-07993,China,China,A3116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-20000
O-07993,China,China,A8116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-30000
O-07993,China,China,A2225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-40000
O-07993,China,China,A3425,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-50000
O-07993,China,China,A4425,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-60000
O-07993,China,China,A9725,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-70000
O-07993,China,China,A6625,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-80000
O-07993,China,China,A6925,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-100000
O-07993,China,China,A3025,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-110000
O-07993,China,China,A5225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-120000
O-07993,China,China,A4627,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-140000
O-07993,China,China,A4927,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-150000
O-07993,China,China,A0454,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-170000
O-07993,China,China,B0225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-200000
O-07993,China,China,C0731,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-210000
O-07993,China,China,C0361,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-220000
O-07993,China,China,C9125,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-230000
O-07993,China,China,C0231,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-240000
O-07993,China,China,C2125,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-250000
O-07993,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-280000
O-07993,China,China,C0116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-290000
O-07993,China,China,C0116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-300000
O-07993,China,China,C0761,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-340000
O-07993,China,China,C3125,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07993-370000
O-07996,China,China,A2225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-20000
O-07996,China,China,A6625,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-30000
O-07996,China,China,A6925,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-40000
O-07996,China,China,A6925,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-50000
O-07996,China,China,A4027,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-60000
O-07996,China,China,A4627,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-80000
O-07996,China,China,A0954,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-90000
O-07996,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-110000
O-07996,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-120000
O-07996,China,China,C0116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07996-130000
O-07749,China,China,A1363,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07749-10000
O-07749,China,China,A3016,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07749-20000
