Order Number,Country,Region,Item Number,Sales Qty,Sales Amount,Order Date,Order Year,Order Qtr,Order Month,Order Week,Intercompany,Prod Segment,Product Code,Product Line,Invoice Number,Invoice Posting Date,Sales Year,Sales Qtr,Sales Month,Sales Week,Instrument Count
O-06721,China,China,A5325,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A2427,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A4027,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A0432,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A0432,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A0232,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A1154,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A1254,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A1354,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A6461,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,A4962,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,B0225,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C0261,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C0361,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C0225,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C7325,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C9025,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C0231,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C0231,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C0161,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C0161,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C0261,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-06721,China,China,C4925,0,$0,8/19/2024,2024,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07153,China,China,C1663,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07153,China,China,C0040,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07153,China,China,C0334,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07153,China,China,C0860,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07153,China,China,C0960,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07153,China,China,A4426,0,$0,9/9/2024,2024,Q3,SEP,37,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07603,China,China,A5140,0,$0,9/24/2024,2024,Q3,SEP,39,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07603,China,China,C0263,0,$0,9/24/2024,2024,Q3,SEP,39,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07603,China,China,A1925,0,$0,9/24/2024,2024,Q3,SEP,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A5017,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A4127,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A8628,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A0562,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,B0725,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C0317,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,A4722,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,A4127,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,A2225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,A6625,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,A6925,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,A3025,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,A5325,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,A4027,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,A1354,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C0325,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C9025,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C0231,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C2125,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C2525,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C0116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07997,China,China,C0861,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A3116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A8116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A2225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A3425,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A4425,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A9725,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A6625,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A6925,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A3025,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A5225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A4627,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A4927,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,A0454,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,B0225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C0731,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C0361,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C9125,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C0231,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C2125,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C0116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C0116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C0761,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C4925,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07993,China,China,C3125,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,A2225,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,A6625,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,A6925,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,A6925,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,A4027,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,A4627,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,A0954,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,C0161,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07996,China,China,C0116,0,$0,10/9/2024,2024,Q4,OCT,41,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,A1363,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,A3016,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,A3116,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,A6625,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,A1325,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,B0325,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,B0325,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,C0361,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,C2225,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,C0161,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07749,China,China,C2525,0,$0,8/23/2022,2022,Q3,AUG,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-01999,China,China,A3016,0,$0,2/16/2023,2023,Q1,FEB,7,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-01999,China,China,A3016,0,$0,2/16/2023,2023,Q1,FEB,7,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-01999,China,China,A3624,0,$0,2/16/2023,2023,Q1,FEB,7,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
